payment_method,failure_reason,retry_count,transaction_hour,retry_delay_minutes,recovered
UPI,Network Error,4,6,15,1
UPI,Expired Card,4,18,60,0
Card,Expired Card,3,5,15,0
Wallet,Network Error,2,22,0,0
UPI,Bank Declined,0,15,60,0
Card,Technical Error,4,13,1440,1
Wallet,Insufficient Funds,0,11,1440,0
NetBanking,Expired Card,0,5,15,0
NetBanking,Bank Declined,3,21,15,0
Card,Insufficient Funds,4,12,1440,0
NetBanking,Network Error,1,14,15,1
UPI,Expired Card,0,23,15,0
Wallet,Technical Error,4,13,360,0
UPI,Network Error,0,7,1440,1
UPI,Expired Card,3,20,1440,0
NetBanking,Bank Declined,3,19,15,0
UPI,Insufficient Funds,1,10,0,0
NetBanking,Insufficient Funds,3,20,360,0
Wallet,Expired Card,4,8,0,0
Wallet,Network Error,3,11,15,1
UPI,Technical Error,1,5,1440,1
Card,Bank Declined,2,18,0,0
NetBanking,Expired Card,0,2,60,0
NetBanking,Bank Declined,0,0,0,0
UPI,Insufficient Funds,4,14,1440,1
NetBanking,Technical Error,1,14,15,1
NetBanking,Bank Declined,1,4,0,0
Card,Expired Card,1,21,15,0
Card,Technical Error,0,23,360,1
UPI,Network Error,3,10,60,1
Card,Expired Card,0,22,1440,1
UPI,Bank Declined,0,0,1440,1
Wallet,Technical Error,0,22,15,1
UPI,Expired Card,3,9,60,0
Wallet,Technical Error,2,19,1440,1
UPI,Technical Error,4,10,0,1
NetBanking,Technical Error,2,6,1440,0
Card,Bank Declined,2,16,0,1
Wallet,Expired Card,0,11,1440,1
UPI,Insufficient Funds,2,3,0,0
Card,Insufficient Funds,0,11,360,1
UPI,Bank Declined,0,23,15,0
Card,Bank Declined,4,2,360,0
Card,Technical Error,1,17,0,0
UPI,Expired Card,0,11,15,0
Wallet,Expired Card,2,23,60,0
Wallet,Network Error,4,23,0,1
NetBanking,Network Error,2,18,1440,0
Card,Insufficient Funds,1,12,1440,1
NetBanking,Network Error,3,15,60,1
NetBanking,Network Error,1,7,360,0
UPI,Insufficient Funds,4,5,0,0
UPI,Insufficient Funds,1,9,1440,1
UPI,Network Error,1,9,15,1
Card,Expired Card,4,5,60,0
UPI,Network Error,4,7,360,1
UPI,Technical Error,2,17,360,0
Card,Technical Error,0,16,15,1
Card,Technical Error,3,9,15,1
Wallet,Bank Declined,3,1,60,0
UPI,Technical Error,3,11,15,0
UPI,Expired Card,1,19,1440,0
UPI,Bank Declined,4,9,360,0
Wallet,Bank Declined,4,8,15,1
UPI,Technical Error,4,15,0,1
Wallet,Network Error,0,6,15,1
NetBanking,Insufficient Funds,4,8,360,0
Wallet,Network Error,4,23,1440,0
NetBanking,Network Error,1,5,15,1
UPI,Bank Declined,2,9,1440,1
NetBanking,Bank Declined,3,6,0,0
Wallet,Bank Declined,1,17,360,1
Card,Expired Card,1,10,60,0
NetBanking,Expired Card,1,0,360,0
NetBanking,Insufficient Funds,3,20,60,1
UPI,Bank Declined,1,23,60,0
Wallet,Technical Error,2,18,360,0
NetBanking,Bank Declined,4,22,60,0
NetBanking,Expired Card,2,4,1440,0
NetBanking,Bank Declined,4,23,0,0
NetBanking,Expired Card,4,5,15,0
Card,Bank Declined,1,21,60,1
Wallet,Technical Error,1,6,60,0
UPI,Insufficient Funds,3,22,360,1
UPI,Technical Error,0,3,1440,1
Card,Expired Card,2,15,15,0
Wallet,Network Error,3,9,60,0
NetBanking,Technical Error,3,14,1440,0
Card,Bank Declined,2,12,15,0
Wallet,Insufficient Funds,2,7,360,1
NetBanking,Bank Declined,4,21,60,0
Card,Bank Declined,0,12,360,0
Wallet,Technical Error,1,23,360,0
UPI,Insufficient Funds,0,6,60,1
UPI,Network Error,0,16,1440,1
Wallet,Bank Declined,1,3,1440,1
UPI,Insufficient Funds,0,6,360,0
Wallet,Network Error,3,15,360,1
NetBanking,Bank Declined,3,1,0,1
Wallet,Insufficient Funds,1,20,15,0
NetBanking,Technical Error,1,21,360,0
Card,Bank Declined,2,22,360,1
Wallet,Bank Declined,2,13,15,1
Card,Insufficient Funds,0,13,60,1
UPI,Bank Declined,0,7,1440,1
NetBanking,Network Error,1,5,60,1
Wallet,Bank Declined,0,21,15,0
Card,Expired Card,4,6,15,0
NetBanking,Network Error,3,6,0,0
NetBanking,Insufficient Funds,0,1,0,1
UPI,Network Error,0,3,1440,1
UPI,Expired Card,2,12,360,0
NetBanking,Expired Card,4,9,15,0
NetBanking,Bank Declined,0,8,0,1
Wallet,Bank Declined,3,14,60,0
NetBanking,Technical Error,0,11,0,1
Wallet,Network Error,1,9,60,0
NetBanking,Technical Error,4,18,0,1
UPI,Expired Card,0,20,60,0
Wallet,Bank Declined,4,4,0,0
Card,Bank Declined,0,6,0,0
UPI,Bank Declined,3,19,1440,1
Wallet,Insufficient Funds,3,10,360,0
Wallet,Expired Card,4,15,15,0
Card,Bank Declined,2,12,360,1
Wallet,Expired Card,2,3,1440,0
NetBanking,Bank Declined,1,15,60,0
Card,Network Error,2,12,360,1
UPI,Expired Card,4,0,15,0
UPI,Technical Error,2,21,15,0
NetBanking,Insufficient Funds,1,3,60,1
UPI,Technical Error,0,14,15,0
Wallet,Expired Card,2,20,1440,0
Wallet,Bank Declined,4,15,360,0
NetBanking,Expired Card,4,3,15,0
UPI,Insufficient Funds,1,16,360,0
UPI,Expired Card,1,10,0,0
NetBanking,Bank Declined,3,4,360,0
Card,Technical Error,3,12,60,0
UPI,Network Error,3,11,1440,1
Card,Technical Error,0,22,15,1
UPI,Bank Declined,4,2,1440,0
UPI,Bank Declined,3,3,360,0
UPI,Insufficient Funds,4,9,15,1
UPI,Expired Card,1,8,1440,0
Wallet,Expired Card,0,9,60,0
Card,Technical Error,1,12,0,0
Card,Network Error,4,0,0,0
UPI,Network Error,3,11,60,0
UPI,Insufficient Funds,1,10,0,0
Card,Bank Declined,2,20,60,1
Wallet,Insufficient Funds,0,7,360,1
NetBanking,Expired Card,4,22,60,0
NetBanking,Bank Declined,3,13,0,0
Card,Insufficient Funds,1,13,360,1
UPI,Technical Error,0,19,60,1
UPI,Expired Card,3,22,60,0
Wallet,Network Error,1,16,360,1
NetBanking,Insufficient Funds,4,21,15,1
Wallet,Expired Card,2,18,0,0
NetBanking,Expired Card,2,19,15,0
Card,Network Error,4,23,360,0
NetBanking,Network Error,0,20,360,1
Wallet,Network Error,4,20,1440,0
Wallet,Insufficient Funds,1,16,1440,1
Wallet,Network Error,0,5,360,0
Card,Technical Error,2,13,1440,0
NetBanking,Expired Card,1,17,60,0
NetBanking,Network Error,3,16,15,1
Wallet,Expired Card,3,5,360,0
NetBanking,Bank Declined,3,4,60,0
UPI,Bank Declined,2,12,0,0
UPI,Network Error,4,15,0,0
UPI,Expired Card,0,20,1440,0
NetBanking,Bank Declined,2,8,1440,0
Card,Network Error,1,11,60,1
Card,Expired Card,1,9,0,0
Card,Network Error,3,12,360,0
Card,Expired Card,0,18,15,1
UPI,Bank Declined,3,15,1440,0
UPI,Network Error,1,16,60,0
Wallet,Bank Declined,1,15,1440,0
NetBanking,Network Error,4,13,60,1
NetBanking,Insufficient Funds,4,15,0,0
Card,Bank Declined,4,23,1440,1
UPI,Bank Declined,3,14,60,0
Card,Technical Error,0,11,60,1
Wallet,Bank Declined,4,4,1440,1
NetBanking,Expired Card,2,10,15,0
NetBanking,Network Error,4,4,360,1
Card,Insufficient Funds,3,23,0,0
Wallet,Expired Card,0,23,1440,0
NetBanking,Expired Card,4,10,1440,0
Wallet,Expired Card,0,1,15,0
Wallet,Expired Card,2,18,0,0
Card,Insufficient Funds,1,16,1440,1
UPI,Technical Error,0,18,15,1
Card,Bank Declined,4,11,360,0
UPI,Expired Card,3,19,60,0
Wallet,Bank Declined,3,22,360,0
UPI,Bank Declined,3,4,360,1
Wallet,Expired Card,3,11,360,0
NetBanking,Technical Error,0,15,360,0
NetBanking,Bank Declined,3,0,60,0
NetBanking,Network Error,1,1,0,1
Card,Bank Declined,2,9,0,0
Card,Expired Card,0,1,15,1
Wallet,Insufficient Funds,0,9,15,0
NetBanking,Bank Declined,3,22,1440,0
Card,Technical Error,3,17,360,1
NetBanking,Network Error,0,0,360,1
Card,Network Error,3,4,60,1
UPI,Insufficient Funds,3,11,360,0
UPI,Insufficient Funds,3,16,60,1
NetBanking,Bank Declined,3,18,1440,0
Wallet,Expired Card,3,17,15,0
Card,Technical Error,4,12,15,0
Card,Network Error,4,21,1440,0
UPI,Insufficient Funds,4,2,1440,0
UPI,Technical Error,0,20,360,0
Wallet,Expired Card,2,9,15,0
Wallet,Network Error,0,13,0,0
Wallet,Network Error,4,7,1440,0
NetBanking,Expired Card,0,9,15,0
UPI,Network Error,2,1,15,1
NetBanking,Expired Card,3,12,60,0
UPI,Network Error,1,4,15,0
UPI,Bank Declined,4,10,1440,0
Card,Expired Card,4,23,360,0
UPI,Technical Error,2,0,15,1
UPI,Bank Declined,3,9,0,0
NetBanking,Technical Error,3,12,1440,0
UPI,Network Error,1,3,360,1
NetBanking,Technical Error,3,20,360,1
Wallet,Bank Declined,2,9,1440,0
UPI,Expired Card,3,11,360,0
UPI,Insufficient Funds,2,13,0,1
NetBanking,Technical Error,4,2,15,1
Wallet,Insufficient Funds,4,1,1440,1
Card,Technical Error,4,18,15,1
Wallet,Technical Error,0,10,15,1
NetBanking,Expired Card,4,20,360,0
Wallet,Network Error,2,6,1440,0
NetBanking,Bank Declined,1,17,15,1
NetBanking,Bank Declined,3,13,60,0
Card,Bank Declined,4,6,0,1
UPI,Network Error,0,21,360,1
NetBanking,Insufficient Funds,0,6,1440,0
NetBanking,Bank Declined,2,22,1440,0
Card,Insufficient Funds,1,8,360,0
NetBanking,Network Error,4,22,15,1
UPI,Network Error,4,11,360,1
Card,Expired Card,0,5,1440,1
UPI,Bank Declined,2,23,60,1
UPI,Expired Card,0,6,15,0
Card,Bank Declined,0,21,360,1
NetBanking,Network Error,1,3,1440,1
UPI,Network Error,2,15,1440,0
UPI,Technical Error,1,6,1440,0
UPI,Technical Error,2,7,60,1
UPI,Network Error,4,7,15,0
Card,Network Error,3,19,360,0
Card,Insufficient Funds,3,2,15,1
Wallet,Insufficient Funds,2,8,1440,0
Wallet,Expired Card,3,18,60,0
UPI,Technical Error,0,12,60,1
NetBanking,Technical Error,4,6,1440,0
UPI,Network Error,4,19,15,1
NetBanking,Network Error,3,20,15,1
UPI,Expired Card,2,14,60,0
Wallet,Technical Error,0,18,0,1
Wallet,Insufficient Funds,2,1,60,0
NetBanking,Bank Declined,3,11,60,0
UPI,Expired Card,4,7,360,0
NetBanking,Bank Declined,4,22,60,0
Wallet,Insufficient Funds,2,22,0,1
UPI,Insufficient Funds,1,7,60,1
UPI,Bank Declined,2,12,15,0
NetBanking,Expired Card,1,0,360,0
Card,Bank Declined,2,23,360,0
NetBanking,Expired Card,1,9,60,0
Wallet,Expired Card,1,20,360,0
Wallet,Network Error,1,23,360,1
Wallet,Technical Error,1,8,60,1
Wallet,Technical Error,0,1,0,0
Wallet,Insufficient Funds,1,18,60,0
Card,Network Error,1,21,15,1
UPI,Technical Error,4,13,1440,0
NetBanking,Expired Card,0,9,0,1
NetBanking,Expired Card,1,9,60,0
Wallet,Bank Declined,3,7,0,1
NetBanking,Bank Declined,0,13,1440,1
Wallet,Expired Card,4,12,360,0
Card,Expired Card,2,5,360,0
Card,Bank Declined,4,20,1440,1
UPI,Technical Error,4,12,360,0
Card,Insufficient Funds,0,2,0,1
Card,Bank Declined,0,19,360,0
UPI,Technical Error,3,12,1440,0
NetBanking,Technical Error,3,22,1440,0
Wallet,Technical Error,0,22,1440,0
Wallet,Network Error,0,18,15,1
NetBanking,Network Error,0,15,0,0
UPI,Technical Error,2,3,1440,0
NetBanking,Expired Card,4,2,0,0
Card,Network Error,3,14,15,1
UPI,Bank Declined,3,14,0,0
UPI,Network Error,1,17,60,0
UPI,Expired Card,2,21,15,0
Wallet,Insufficient Funds,0,6,15,0
NetBanking,Network Error,0,19,360,0
UPI,Technical Error,2,4,1440,0
UPI,Technical Error,3,7,15,1
UPI,Technical Error,0,22,0,1
NetBanking,Insufficient Funds,1,9,60,0
Wallet,Expired Card,3,0,0,0
Card,Bank Declined,4,10,0,0
Wallet,Expired Card,2,2,60,0
UPI,Insufficient Funds,3,20,360,0
Wallet,Technical Error,4,2,1440,0
Wallet,Expired Card,1,14,15,0
Card,Bank Declined,2,16,1440,0
NetBanking,Technical Error,0,17,360,1
NetBanking,Bank Declined,0,7,60,0
Wallet,Network Error,4,22,1440,0
Wallet,Bank Declined,3,12,0,0
NetBanking,Technical Error,1,9,15,1
NetBanking,Network Error,4,2,15,1
Card,Technical Error,1,19,360,0
UPI,Technical Error,1,13,360,1
Wallet,Network Error,1,12,60,0
NetBanking,Bank Declined,2,2,360,0
Wallet,Insufficient Funds,4,12,1440,1
Wallet,Insufficient Funds,2,19,15,0
NetBanking,Insufficient Funds,3,23,60,1
Card,Insufficient Funds,3,22,360,1
Wallet,Expired Card,0,8,0,0
Card,Insufficient Funds,0,15,15,1
NetBanking,Network Error,0,22,60,1
UPI,Insufficient Funds,3,22,15,1
UPI,Technical Error,1,7,1440,1
Wallet,Insufficient Funds,1,11,360,0
NetBanking,Bank Declined,4,11,360,0
Card,Network Error,3,18,360,1
Wallet,Network Error,0,23,0,1
NetBanking,Expired Card,3,16,1440,0
NetBanking,Technical Error,1,14,0,0
Card,Network Error,1,21,1440,0
Wallet,Bank Declined,2,17,1440,0
NetBanking,Insufficient Funds,2,6,1440,1
NetBanking,Network Error,4,12,360,0
NetBanking,Bank Declined,3,18,360,0
Card,Insufficient Funds,2,15,360,0
Wallet,Expired Card,2,10,0,0
Wallet,Network Error,3,4,60,1
Wallet,Network Error,1,1,1440,1
Wallet,Bank Declined,4,0,0,0
UPI,Technical Error,4,15,360,0
UPI,Expired Card,4,4,360,0
Wallet,Technical Error,2,6,60,1
Card,Network Error,1,8,360,1
UPI,Technical Error,4,3,1440,1
NetBanking,Insufficient Funds,3,18,15,1
UPI,Expired Card,4,19,360,0
NetBanking,Technical Error,0,14,60,1
Wallet,Insufficient Funds,1,6,15,0
UPI,Bank Declined,0,23,1440,0
Card,Technical Error,1,17,1440,1
UPI,Expired Card,3,4,1440,0
UPI,Insufficient Funds,2,20,60,1
UPI,Technical Error,2,12,15,1
Wallet,Bank Declined,1,2,1440,0
Card,Technical Error,4,5,360,1
UPI,Insufficient Funds,0,11,15,1
Card,Technical Error,3,20,1440,0
Wallet,Expired Card,4,17,15,0
NetBanking,Network Error,2,17,360,0
UPI,Insufficient Funds,4,3,0,0
Card,Insufficient Funds,0,19,1440,1
Card,Insufficient Funds,2,22,360,0
Wallet,Insufficient Funds,1,13,60,1
UPI,Technical Error,3,13,1440,1
NetBanking,Expired Card,3,0,0,0
Card,Bank Declined,2,10,360,0
UPI,Expired Card,1,21,360,0
NetBanking,Insufficient Funds,0,8,15,1
Card,Technical Error,3,17,1440,0
Card,Technical Error,2,4,0,1
NetBanking,Insufficient Funds,3,9,60,0
NetBanking,Technical Error,1,14,15,1
Wallet,Insufficient Funds,0,9,1440,0
UPI,Expired Card,1,15,0,0
UPI,Network Error,4,3,15,1
Wallet,Technical Error,1,3,0,1
Card,Insufficient Funds,1,7,0,0
NetBanking,Insufficient Funds,3,5,15,0
NetBanking,Technical Error,1,22,15,1
NetBanking,Bank Declined,2,10,1440,0
Card,Insufficient Funds,3,12,15,0
NetBanking,Technical Error,3,18,1440,0
NetBanking,Insufficient Funds,4,10,0,1
Wallet,Bank Declined,2,1,15,0
Card,Network Error,1,2,1440,1
UPI,Bank Declined,4,14,1440,0
Wallet,Expired Card,2,23,60,0
Wallet,Technical Error,4,12,1440,1
UPI,Bank Declined,0,9,1440,0
Wallet,Network Error,1,4,60,0
Card,Insufficient Funds,4,23,360,0
NetBanking,Technical Error,0,10,15,1
Card,Bank Declined,1,22,60,1
UPI,Network Error,4,13,1440,0
UPI,Bank Declined,4,19,1440,0
Wallet,Expired Card,4,14,15,0
Card,Technical Error,4,12,0,0
Card,Insufficient Funds,3,2,60,1
UPI,Network Error,4,8,360,1
Card,Bank Declined,3,7,15,0
UPI,Technical Error,3,14,15,0
Card,Bank Declined,0,22,60,0
Card,Technical Error,1,0,1440,0
Card,Expired Card,3,1,1440,0
UPI,Bank Declined,2,8,360,1
Wallet,Expired Card,3,20,60,0
Card,Network Error,2,16,15,1
UPI,Expired Card,0,8,60,0
UPI,Technical Error,2,0,0,1
Card,Network Error,0,7,15,1
Card,Bank Declined,0,4,360,0
Wallet,Bank Declined,0,10,360,1
UPI,Technical Error,2,5,15,0
UPI,Insufficient Funds,2,16,1440,1
NetBanking,Insufficient Funds,0,17,15,1
UPI,Bank Declined,0,22,15,0
Wallet,Technical Error,1,17,0,1
NetBanking,Insufficient Funds,0,4,15,1
NetBanking,Expired Card,4,4,60,0
NetBanking,Bank Declined,1,18,60,1
Card,Expired Card,1,12,360,0
Card,Technical Error,1,21,1440,1
UPI,Expired Card,4,6,360,0
NetBanking,Insufficient Funds,1,13,0,1
Wallet,Insufficient Funds,1,7,15,1
Card,Network Error,2,2,360,0
Wallet,Bank Declined,2,3,15,0
Wallet,Technical Error,0,9,360,0
Card,Bank Declined,0,3,15,1
Card,Expired Card,3,17,360,0
Card,Technical Error,4,22,60,0
Card,Technical Error,2,11,0,1
NetBanking,Insufficient Funds,0,19,360,1
NetBanking,Expired Card,4,19,60,0
NetBanking,Insufficient Funds,1,14,1440,1
NetBanking,Insufficient Funds,4,12,360,0
UPI,Network Error,2,11,15,1
NetBanking,Insufficient Funds,3,7,0,0
Card,Bank Declined,2,21,60,0
Wallet,Technical Error,0,21,60,1
NetBanking,Insufficient Funds,0,8,0,0
UPI,Bank Declined,4,19,360,0
Card,Expired Card,2,8,15,0
Wallet,Technical Error,0,16,1440,1
Wallet,Expired Card,1,0,360,0
NetBanking,Bank Declined,1,22,0,0
Wallet,Expired Card,3,5,360,0
NetBanking,Expired Card,4,6,360,0
NetBanking,Expired Card,0,8,0,1
Card,Insufficient Funds,3,9,0,1
Card,Insufficient Funds,1,3,1440,1
UPI,Insufficient Funds,3,15,0,1
Card,Technical Error,3,11,0,0
Card,Bank Declined,0,8,0,0
NetBanking,Insufficient Funds,0,2,60,1
Card,Expired Card,0,8,0,1
NetBanking,Expired Card,4,16,0,0
NetBanking,Expired Card,3,13,0,0
Card,Expired Card,3,4,1440,0
UPI,Network Error,4,20,360,0
UPI,Technical Error,1,0,0,1
Wallet,Bank Declined,2,0,0,0
Wallet,Bank Declined,1,2,1440,0
Card,Insufficient Funds,4,8,360,0
UPI,Network Error,3,22,1440,0
NetBanking,Bank Declined,3,5,15,1
Wallet,Technical Error,0,8,15,1
NetBanking,Expired Card,0,3,15,1
Wallet,Insufficient Funds,3,19,0,0
Card,Technical Error,3,18,1440,0
UPI,Bank Declined,0,4,0,1
Wallet,Network Error,0,4,15,1
UPI,Insufficient Funds,1,13,360,1
NetBanking,Bank Declined,3,9,360,0
Card,Insufficient Funds,3,22,1440,0
UPI,Bank Declined,4,15,360,0
Card,Expired Card,1,22,15,0
UPI,Network Error,2,5,1440,0
NetBanking,Expired Card,2,19,1440,0
NetBanking,Bank Declined,2,22,15,0
Card,Technical Error,0,13,15,1
NetBanking,Expired Card,2,17,15,0
Wallet,Technical Error,4,8,15,0
UPI,Bank Declined,0,6,1440,0
NetBanking,Network Error,0,17,360,0
Wallet,Technical Error,2,9,15,0
Card,Bank Declined,0,1,60,0
Wallet,Technical Error,1,12,1440,0
Card,Expired Card,1,5,0,0
Card,Bank Declined,2,22,360,0
UPI,Expired Card,4,8,1440,0
UPI,Insufficient Funds,0,19,15,1
Wallet,Bank Declined,3,7,60,1
UPI,Technical Error,2,9,0,1
UPI,Insufficient Funds,0,15,360,0
UPI,Expired Card,2,14,15,0
Wallet,Expired Card,2,12,1440,0
NetBanking,Technical Error,4,17,1440,0
UPI,Insufficient Funds,3,5,360,1
UPI,Network Error,0,19,60,1
Wallet,Technical Error,2,23,15,1
NetBanking,Expired Card,2,8,360,0
UPI,Bank Declined,0,17,360,0
Card,Insufficient Funds,2,6,1440,1
Wallet,Network Error,2,22,360,1
UPI,Bank Declined,2,23,0,0
UPI,Insufficient Funds,1,4,0,0
Card,Technical Error,1,10,15,0
Card,Technical Error,3,12,360,1
Wallet,Insufficient Funds,4,2,1440,0
Wallet,Network Error,0,0,15,1
Card,Insufficient Funds,4,3,60,0
Wallet,Bank Declined,4,18,1440,0
Card,Bank Declined,1,17,60,1
UPI,Technical Error,3,5,15,0
Card,Insufficient Funds,4,22,0,0
Card,Technical Error,4,9,1440,0
NetBanking,Network Error,2,6,1440,0
Card,Bank Declined,0,11,15,0
Card,Expired Card,3,7,1440,0
NetBanking,Expired Card,0,12,1440,0
Wallet,Insufficient Funds,1,17,15,1
NetBanking,Insufficient Funds,4,13,360,0
UPI,Expired Card,4,10,15,0
NetBanking,Insufficient Funds,0,9,1440,1
UPI,Bank Declined,1,5,15,0
Wallet,Network Error,2,12,1440,0
NetBanking,Network Error,2,21,60,1
NetBanking,Technical Error,4,9,60,0
Wallet,Bank Declined,4,11,0,0
UPI,Insufficient Funds,3,0,15,0
NetBanking,Insufficient Funds,0,17,15,1
UPI,Technical Error,4,12,60,1
NetBanking,Technical Error,1,23,60,1
Card,Insufficient Funds,0,3,60,1
NetBanking,Insufficient Funds,3,5,0,0
Wallet,Bank Declined,2,17,0,0
Wallet,Technical Error,3,4,360,0
UPI,Bank Declined,0,17,15,0
NetBanking,Insufficient Funds,2,4,0,0
UPI,Expired Card,1,6,1440,0
UPI,Expired Card,2,22,15,0
Card,Insufficient Funds,2,8,360,0
Card,Technical Error,1,2,60,1
Wallet,Expired Card,4,11,360,0
UPI,Technical Error,4,19,15,1
Wallet,Expired Card,2,13,60,0
NetBanking,Technical Error,2,7,360,0
UPI,Expired Card,3,11,360,0
UPI,Technical Error,4,6,15,0
NetBanking,Bank Declined,1,23,0,1
NetBanking,Technical Error,2,8,1440,0
Wallet,Bank Declined,2,11,360,0
Wallet,Bank Declined,3,3,1440,0
NetBanking,Insufficient Funds,3,4,15,0
Wallet,Bank Declined,3,8,15,0
NetBanking,Network Error,0,6,0,0
UPI,Bank Declined,1,13,60,1
UPI,Technical Error,0,19,1440,1
Card,Bank Declined,2,21,360,1
UPI,Technical Error,3,16,60,0
NetBanking,Technical Error,3,0,1440,1
Wallet,Network Error,3,14,1440,1
Card,Bank Declined,4,23,60,0
Wallet,Bank Declined,1,14,60,0
NetBanking,Expired Card,0,0,0,0
UPI,Expired Card,1,14,360,0
Card,Insufficient Funds,3,1,360,0
NetBanking,Technical Error,2,3,360,1
Card,Network Error,4,16,60,0
Card,Expired Card,1,15,0,0
UPI,Bank Declined,2,17,15,0
NetBanking,Insufficient Funds,3,20,0,1
Wallet,Network Error,3,15,60,0
Card,Bank Declined,3,7,0,0
Card,Bank Declined,3,5,60,0
Wallet,Technical Error,4,21,1440,0
NetBanking,Technical Error,4,19,1440,1
Card,Expired Card,1,1,15,0
Card,Expired Card,3,18,1440,0
Card,Bank Declined,4,12,15,0
NetBanking,Bank Declined,2,21,360,1
NetBanking,Expired Card,4,21,60,0
Wallet,Expired Card,4,20,360,0
NetBanking,Bank Declined,1,5,360,1
NetBanking,Network Error,4,5,15,1
UPI,Bank Declined,2,12,60,0
Wallet,Network Error,3,0,15,0
Card,Network Error,0,21,0,0
NetBanking,Bank Declined,1,20,360,0
Card,Insufficient Funds,2,23,60,0
Card,Expired Card,1,8,360,0
UPI,Technical Error,3,21,0,0
NetBanking,Bank Declined,4,11,0,0
Wallet,Network Error,4,11,60,0
NetBanking,Bank Declined,2,3,60,0
Card,Expired Card,3,18,0,0
Wallet,Network Error,0,15,360,1
NetBanking,Technical Error,0,11,1440,1
Card,Technical Error,4,0,360,0
Card,Technical Error,3,22,1440,1
UPI,Insufficient Funds,3,20,15,0
UPI,Network Error,2,3,60,0
UPI,Network Error,0,8,0,0
Card,Insufficient Funds,2,6,15,1
NetBanking,Network Error,1,9,360,1
UPI,Insufficient Funds,3,12,1440,0
NetBanking,Bank Declined,0,7,60,0
UPI,Expired Card,2,19,1440,0
Wallet,Technical Error,4,9,360,0
Wallet,Insufficient Funds,1,9,360,0
UPI,Insufficient Funds,2,7,0,0
Card,Insufficient Funds,4,19,15,1
UPI,Bank Declined,0,14,60,1
UPI,Insufficient Funds,0,0,0,0
Card,Expired Card,1,14,1440,0
Wallet,Expired Card,4,23,15,1
NetBanking,Technical Error,3,16,60,0
UPI,Bank Declined,0,12,1440,0
Card,Expired Card,3,11,60,0
UPI,Network Error,3,2,60,0
Card,Network Error,2,22,15,1
NetBanking,Network Error,2,18,1440,0
NetBanking,Insufficient Funds,0,23,0,0
Wallet,Insufficient Funds,3,4,0,1
